customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00481,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.65,450.4,No
CUST-00482,Female,1,Yes,No,35,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,116.63,4215.18,Yes
CUST-00483,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,28.08,27.92,No
CUST-00484,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),50.64,1362.03,No
CUST-00485,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.82,2994.89,Yes
CUST-00486,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,83.16,596.4,No
CUST-00487,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),70.13,5016.02,Yes
CUST-00488,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),37.25,37.52,Yes
CUST-00489,Male,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,39.44,2590.74,Yes
CUST-00490,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),115.58,1666.09,No
CUST-00491,Female,0,No,No,40,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),28.91,1113.49,No
CUST-00492,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.71,2909.04,Yes
CUST-00493,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.45,82.11,Yes
CUST-00494,Female,1,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,30.69,359.54,Yes
CUST-00495,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,104.1,2326.65,No
CUST-00496,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),49.38,2554.16,No
CUST-00497,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.22,7329.58,Yes
CUST-00498,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,91.75,93.1,No
CUST-00499,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.11,717.74,Yes
CUST-00500,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,61.16,2218.26,Yes
CUST-00501,Male,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.47,963.82,No
CUST-00502,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.43,7033.77,No
CUST-00503,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.99,16.38,Yes
CUST-00504,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.26,692.37,No
CUST-00505,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),105.73,3701.49,No
CUST-00506,Male,0,No,No,7,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),116.13,735.86,No
CUST-00507,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),62.39,2231.72,No
CUST-00508,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),101.4,174.9,No
CUST-00509,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,100.21,1791.0,Yes
CUST-00510,Female,0,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),95.88,3537.85,No
CUST-00511,Male,1,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,102.87,855.35,No
CUST-00512,Female,0,Yes,No,2,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,113.32,222.88,Yes
CUST-00513,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,23.58,1589.4,No
CUST-00514,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.34,3940.81,No
CUST-00515,Female,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,88.72,6455.93,Yes
CUST-00516,Male,0,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.82,2830.1,No
CUST-00517,Female,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,71.63,394.36,No
CUST-00518,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.9,381.95,Yes
CUST-00519,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,35.09,34.36,Yes
CUST-00520,Female,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.05,5872.61,No
CUST-00521,Female,1,Yes,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),22.06,841.34,No
CUST-00522,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.07,660.26,No
CUST-00523,Female,0,No,No,72,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,92.79,5825.77,No
CUST-00524,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.77,2302.82,Yes
CUST-00525,Female,0,No,No,4,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,95.12,329.71,Yes
CUST-00526,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,19.72,119.06,Yes
CUST-00527,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,26.08,91.82,Yes
CUST-00528,Female,0,No,Yes,11,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,49.1,539.1,No
CUST-00529,Female,0,Yes,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,28.65,367.27,No
CUST-00530,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,51.58,2294.75,Yes
CUST-00531,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,74.57,382.13,No
CUST-00532,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),73.77,2681.22,No
CUST-00533,Male,0,No,Yes,21,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),27.44,489.84,Yes
CUST-00534,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.47,1590.45,No
CUST-00535,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,22.71,912.61,No
CUST-00536,Female,0,No,No,72,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),106.66,7194.77,No
CUST-00537,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.87,1087.09,Yes
CUST-00538,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.03,366.72,Yes
CUST-00539,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),20.13,399.72,No
CUST-00540,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.41,367.49,No
CUST-00541,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),81.91,1518.28,Yes
CUST-00542,Female,0,Yes,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.01,266.04,No
CUST-00543,Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),76.75,1392.28,Yes
CUST-00544,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24.67,1655.67,No
CUST-00545,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,63.81,645.01,Yes
CUST-00546,Female,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),86.96,5968.67,No
CUST-00547,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.42,176.16,Yes
CUST-00548,Female,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.62,453.98,Yes
CUST-00549,Female,0,No,Yes,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.62,2105.44,No
CUST-00550,Male,0,Yes,Yes,59,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,23.33,1419.11,Yes
CUST-00551,Male,1,Yes,No,44,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,105.71,4732.99,No
CUST-00552,Female,1,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,53.87,2301.93,No
CUST-00553,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.85,441.54,Yes
CUST-00554,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.46,27.1,No
CUST-00555,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,117.28,510.2,Yes
CUST-00556,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.36,944.73,No
CUST-00557,Female,0,No,No,72,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.87,4904.5,Yes
CUST-00558,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.55,5657.3,Yes
CUST-00559,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.19,438.71,Yes
CUST-00560,Female,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,56.72,2240.83,No
CUST-00561,Female,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,73.41,1969.19,No
CUST-00562,Male,0,No,No,1,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,34.83,31.0,No
CUST-00563,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,77.43,1098.4,No
CUST-00564,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),68.28,1464.39,No
CUST-00565,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.13,1190.77,No
CUST-00566,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,96.59,1087.06,Yes
CUST-00567,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.84,1697.3,No
CUST-00568,Female,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),42.39,769.63,No
CUST-00569,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.23,289.12,No
CUST-00570,Male,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,64.26,790.92,No
CUST-00571,Female,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,89.42,4059.13,Yes
CUST-00572,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),42.59,1342.23,Yes
CUST-00573,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),33.46,1286.26,No
CUST-00574,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),75.09,720.74,No
CUST-00575,Male,0,Yes,Yes,12,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,85.14,1053.24,No
CUST-00576,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),113.82,1677.7,No
CUST-00577,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,79.35,466.54,Yes
CUST-00578,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.33,2824.54,Yes
CUST-00579,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,65.74,776.05,No
CUST-00580,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,46.34,582.62,Yes
CUST-00581,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,113.83,1098.31,No
CUST-00582,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,89.69,1639.44,No
CUST-00583,Female,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,65.86,3012.7,No
CUST-00584,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.73,3911.61,No
CUST-00585,Female,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.54,5988.37,No
CUST-00586,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,67.04,2156.32,No
CUST-00587,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),118.09,1217.62,No
CUST-00588,Male,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),75.66,3015.08,No
CUST-00589,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,110.41,114.33,Yes
CUST-00590,Male,0,Yes,No,51,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.0,4079.02,No
CUST-00591,Male,0,No,Yes,48,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),29.18,1346.17,No
CUST-00592,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,80.09,2667.8,No
CUST-00593,Male,0,No,Yes,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),114.02,305.21,No
CUST-00594,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,51.78,3901.97,No
CUST-00595,Female,0,No,No,45,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,54.14,2537.9,No
CUST-00596,Female,1,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.88,1067.17,Yes
CUST-00597,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,69.65,133.39,No
CUST-00598,Male,1,No,Yes,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.26,679.85,No
CUST-00599,Female,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.79,175.86,No
CUST-00600,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),38.95,499.7,Yes
CUST-00601,Male,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),92.41,2292.62,Yes
CUST-00602,Female,1,No,No,67,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),59.41,3841.28,Yes
CUST-00603,Female,0,Yes,Yes,10,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,112.6,1072.96,Yes
CUST-00604,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,75.89,2218.13,Yes
CUST-00605,Male,0,No,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,107.33,512.19,No
CUST-00606,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.1,555.89,No
CUST-00607,Male,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),113.42,7353.27,No
CUST-00608,Female,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.04,1784.77,No
CUST-00609,Female,0,Yes,Yes,25,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),113.29,2720.26,No
CUST-00610,Female,0,No,Yes,9,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),106.25,863.23,Yes
CUST-00611,Male,1,No,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,38.56,511.51,No
CUST-00612,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.25,422.58,Yes
CUST-00613,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,55.35,687.31,No
CUST-00614,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,58.61,259.93,No
CUST-00615,Female,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.22,1130.64,No
CUST-00616,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),101.5,201.0,No
CUST-00617,Male,1,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),44.34,243.55,Yes
CUST-00618,Female,0,No,Yes,37,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),95.51,3200.02,No
CUST-00619,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,77.46,4986.24,Yes
CUST-00620,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,115.81,7206.71,No
CUST-00621,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),38.43,2275.63,Yes
CUST-00622,Female,1,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.46,367.86,Yes
CUST-00623,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.98,325.63,No
CUST-00624,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),101.89,5753.09,No
CUST-00625,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,51.45,3306.78,No
CUST-00626,Female,1,No,Yes,32,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,37.86,1117.02,Yes
CUST-00627,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.75,841.5,Yes
CUST-00628,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.2,391.18,No
CUST-00629,Male,0,Yes,Yes,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),99.88,5302.51,No
CUST-00630,Male,1,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.01,690.16,Yes
CUST-00631,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,30.3,1039.39,No
CUST-00632,Female,0,No,No,72,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),104.27,6731.45,Yes
CUST-00633,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),117.0,4529.47,No
CUST-00634,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,93.72,726.48,No
CUST-00635,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.06,910.22,No
CUST-00636,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),110.45,327.34,Yes
CUST-00637,Male,1,No,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.23,3507.19,Yes
CUST-00638,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),77.02,1727.15,Yes
CUST-00639,Female,1,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.1,162.49,Yes
CUST-00640,Female,0,No,No,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.94,489.72,Yes
CUST-00641,Female,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,96.94,90.04,No
CUST-00642,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,44.0,2874.09,Yes
CUST-00643,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.93,4074.95,Yes
CUST-00644,Male,1,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,49.92,711.07,No
CUST-00645,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,104.9,6489.24,No
CUST-00646,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),54.76,1743.18,No
CUST-00647,Male,0,Yes,Yes,44,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),22.82,910.5,No
CUST-00648,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,76.78,2541.48,No
CUST-00649,Female,0,Yes,No,45,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,22.85,1067.32,No
CUST-00650,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,39.93,201.85,No
CUST-00651,Male,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.65,1699.59,No
CUST-00652,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),97.97,5770.78,No
CUST-00653,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,50.42,44.6,Yes
CUST-00654,Male,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,47.33,181.41,No
CUST-00655,Female,1,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.61,269.31,Yes
